doi,cluster,phase,note,year,tier,score,S_topo,N_link,direct,sim,nearest_known,generic,openalex
10.1214/aos/1176347629,field,4,Uniform Asymptotic Optimality of Linear Predictions of a Random Field Using an Incorrect Second-Orde,1990,2,1.478,1.455,2,1,0.082,Lindgren 2011 SPDE,0,https://openalex.org/W2029907727
10.1016/s0378-3758(97)00156-0,field,4,On the quality of likelihood-based estimators in spatial autoregressive models when the data depende,1998,2,1.478,1.433,2,1,0.085,Zhang 2004,0,https://openalex.org/W2067832185
10.1007/978-3-030-71377-5_6,field,4,Health Line Saúde24: An Econometric Spatial Analysis of Its Use,2021,2,1.478,1.478,2,1,0.048,Dietrich & Newsam 1997,0,https://openalex.org/W4293166436
10.1111/j.1558-5646.1986.tb00568.x,evo,4,THE EVOLUTION OF WING DIMORPHISM IN INSECTS,1986,2,1.478,1.478,2,1,0.061,Piper 2018,0,https://openalex.org/W2042461101
10.1007/978-3-0348-7256-0_12,forest,4,A Research Perspective on Disturbance and Recovery of a Tropical Montane Forest,1992,2,1.478,1.417,2,1,0.087,Montgomery & Chazdon 2001,0,https://openalex.org/W86751124
10.1016/b978-0-12-409548-9.10595-0,stat,4,Numerical Ecology,2018,2,1.478,1.478,2,1,0.047,Lindgren 2011 SPDE,0,https://openalex.org/W4250916760
10.1016/j.ymssp.2022.109572,field,4,Friction-induced vibration of a stick–slip oscillator with random field friction modelling,2022,2,1.478,1.478,2,1,0.04,Lindgren 2011 SPDE,0,https://openalex.org/W4288080341
10.1016/j.ecolind.2024.112219,forest,4,Common field measures and geometric assumptions of tree shape produce consistently biased estimates ,2024,2,1.477,1.356,2,1,0.095,Montgomery & Chazdon 2001,0,https://openalex.org/W4399555909
10.1111/j.1365-2745.2011.01873.x,forest,4,Spatial aggregation of tropical trees at multiple spatial scales,2011,2,1.477,1.341,2,1,0.097,Pacala 1996 SORTIE,0,https://openalex.org/W2130862722
10.1007/bf00045614,forest,4,"Structure and floristic composition of the lowland rain forest of Los Tuxtlas, Mexico",1988,2,1.477,1.348,2,0,0.096,Zhu 2016,0,https://openalex.org/W1997361292
10.2307/3236278,forest,4,Plant functional types as predictors of transient responses of arctic vegetation to global change,1996,2,1.477,1.386,2,0,0.091,Stephenson 2005,0,https://openalex.org/W2120773077
10.1139/x04-138,forest,4,Simulating the dynamics of linear forests in Great Plains agroecosystems under changing climates,2004,2,1.476,1.468,2,1,0.08,Matsuo 2021,0,https://openalex.org/W2101850819
10.3929/ethz-a-005407112,forest,4,Conceptual advancement and ecological applications of tree mortality models based on tree-ring and f,2007,2,1.476,1.408,2,1,0.088,Fang 2019 LAI review,0,https://openalex.org/W148556822
10.1146/annurev-ento-120811-153643,evo,4,Recurrent Evolution of Dependent Colony Foundation Across Eusocial Insects,2012,2,1.476,1.476,2,1,0.069,Hastings 1983,0,https://openalex.org/W2121457952
10.1016/j.ecoinf.2022.101894,stat,4,Comparing distance-decay parameters: A novel test under pairwise dependence,2022,2,1.476,1.476,2,1,0.054,Guttorp & Gneiting 2006,0,https://openalex.org/W4308805578
10.1007/s11222-021-09999-1,field,4,Gaussian process learning via Fisher scoring of Vecchia’s approximation,2021,2,1.476,1.476,2,1,0.063,Wood & Chan 1994,0,https://openalex.org/W2946108478
10.2307/1939319,evo,4,Plant Competition and Resource Availability in Response to Disturbance and Fertilization,1993,2,1.476,1.059,2,0,0.134,Helbach 2022,0,https://openalex.org/W2002071492
10.1038/416389a,forest,4,Ecological responses to recent climate change,2002,2,1.475,1.475,2,1,0.078,Bolker & Pacala 1997,0,https://openalex.org/W2024649846
10.1007/s00468-005-0432-5,forest,4,Testing a method for reconstructing structural development of even-aged Abies sachalinensis stands,2005,2,1.475,1.452,2,1,0.082,Ehbrecht 2021,0,https://openalex.org/W2083309447
10.1007/s10021-015-9945-y,forest,4,"Model-based Evidence for Cyclic Phenomena in a High-Elevation, Two-Species Forest",2015,2,1.475,1.475,2,1,0.048,Runkle 1982,0,https://openalex.org/W2293609206
10.1007/s10342-023-01651-z,light,4,Limitations of estimating branch volume from terrestrial laser scanning,2024,2,1.475,1.361,2,1,0.094,Ehbrecht 2021,0,https://openalex.org/W4390858310
10.1002/9780470610985.ch4,field,4,Introduction of Within‐area Risk Factor Distribution in Ecological Poisson Models,2008,2,1.474,1.474,2,1,0.058,Liu 2018,0,https://openalex.org/W1524147450
10.1007/s11738-014-1614-9,forest,4,Steady-state and dynamic photosynthetic performance and nitrogen partitioning in the shade-demanding,2014,2,1.474,1.474,2,1,0.063,Hirose 2005,0,https://openalex.org/W1988978568
10.1007/978-1-4612-5561-1,evo,4,Semigroups of Linear Operators and Applications to Partial Differential Equations,1983,2,1.474,1.133,2,0,0.124,Lindgren 2011 SPDE,0,https://openalex.org/W1527296550
10.1515/9781400820108,ms,4,Adaptation and Natural Selection,2008,2,1.473,1.473,2,1,0.076,Hastings 1983,0,https://openalex.org/W2020289104
10.1353/sgo.1991.0004,forest,4,Windfall Disturbance in a Piedmont Uplands Forest,1991,2,1.473,1.473,2,1,0.063,Runkle 1982,0,https://openalex.org/W2056185119
10.17129/botsci.1469,forest,4,Ecología de las poblaciones de plantas en una selva húmeda de México,1995,2,1.473,1.473,2,1,0.024,Denslow 1987,0,https://openalex.org/W1484460028
10.26021/8666,stat,4,Understanding Variation in Water Quality using a Riverscape Perspective,2010,2,1.473,1.352,2,1,0.095,Montgomery & Chazdon 2001,0,https://openalex.org/W2280606228
10.1038/s41586-018-0240-x,forest,4,Triggers of tree mortality under drought,2018,2,1.473,1.473,2,0,0.055,Stephenson 2005,0,https://openalex.org/W2809286029
10.1139/b85-043,nlm,4,Will similar forests develop on similar sites?,1985,2,1.472,1.033,2,0,0.137,Liu 2018,0,https://openalex.org/W2334135108
10.2307/3546381,forest,4,Separating Sampling and Other Effects in Biodiversity Experiments,1998,2,1.472,1.472,3,0,0.03,Ehbrecht 2021,0,https://openalex.org/W2335287963
10.1093/oxfordjournals.aob.a086152,evo,4,Competition for Light in a Plant Monoculture Modelled as a Spatial Stochastic Process,1981,2,1.471,1.395,2,1,0.089,Bolker & Pacala 1999,0,https://openalex.org/W2335488343
10.1111/rssc.12397,field,4,Estimating Seal Pup Production in The Greenland Sea by Using Bayesian Hierarchical Modelling,2020,2,1.471,1.471,2,1,0.047,Lindgren 2011 SPDE,0,https://openalex.org/W2889500836
10.1007/s00468-016-1458-6,light,4,How a non-pioneer tree attains the canopy of a tropical semideciduous forest,2016,2,1.471,1.471,2,1,0.063,Montgomery & Chazdon 2001,0,https://openalex.org/W2512610603
10.1023/a:1015566002384,forest,4,Understory development in canopy gaps of pine and pine-hardwood forests of the upper Coastal Plain o,2002,2,1.471,1.426,2,1,0.085,Canham 1990,0,https://openalex.org/W120478696
10.1111/j.1365-294x.2007.03442.x,stat,4,A spatial analysis method (SAM) to detect candidate loci for selection: towards a landscape genomics,2007,2,1.471,1.463,2,1,0.08,Hastings 1983,0,https://openalex.org/W2108746132
10.1016/j.sajb.2015.09.011,stat,4,Phylogenetic interactions among lianas in a southeastern Brazilian semideciduous tropical forest,2015,2,1.471,1.433,2,1,0.084,Caswell 1976,0,https://openalex.org/W2183057120
,light,4,Simplifying the study of competition at the individual plant level: the consequences of distinguishi,1996,2,1.471,1.388,2,1,0.09,Helbach 2022,0,https://openalex.org/W2337440789
10.1214/18-ba1133,field,4,"Jointly Robust Prior for Gaussian Stochastic Process in Emulation, Calibration and Variable Selectio",2018,2,1.471,1.471,2,1,0.065,Lindgren 2011 SPDE,0,https://openalex.org/W2963839891
10.1038/nclimate2253,forest,4,Net carbon uptake has increased through warming-induced changes in temperate forest phenology,2014,2,1.471,1.251,2,0,0.108,Stephenson 2005,0,https://openalex.org/W1970268633
10.1016/j.foreco.2020.118751,forest,4,Conspecific and heterospecific crowding facilitate tree survival in a tropical karst seasonal rainfo,2020,2,1.47,1.372,2,1,0.092,Denslow 1987,0,https://openalex.org/W3100533218
10.1556/comec.15.2014.2.10,forest,4,Interactive effects of flooding and treefall gap formation onterra firmeforest andvárzeaforest seed ,2014,2,1.47,1.387,2,1,0.09,Bolker & Pacala 1997,0,https://openalex.org/W2057047092
10.1111/j.1600-0587.2013.00205.x,stat,4,Where is positional uncertainty a problem for species distribution modelling?,2013,2,1.47,1.47,2,1,0.077,Legendre 1993,0,https://openalex.org/W2168113371
10.1111/j.1744-7429.2010.00722.x,light,4,Liana Abundance Patterns: The Role of Ecological Filters during Development,2010,2,1.47,1.402,2,1,0.088,Runkle 1982,0,https://openalex.org/W1683006563
10.1093/insilicoplants/diab023,ms,4,On the resolution requirements for accurately representing interactions between plant canopy structu,2021,2,1.469,1.355,2,1,0.094,Hirose 2005,0,https://openalex.org/W3198491877
10.1098/rstb.2021.0509,evo,4,Game theory in biology: 50 years and onwards,2023,2,1.469,1.469,2,1,0.046,Hamilton & May 1977,0,https://openalex.org/W4327856990
10.1111/j.1365-2419.2004.00290.x,stat,4,Bluefin tuna (Thunnus thynnus) distribution in relation to sea surface temperature fronts in the Gul,2004,2,1.469,1.469,2,1,0.052,Legendre 1993,0,https://openalex.org/W2068155303
10.1023/a:1003178618304,stat,4,"Spatial variation of zooplankton groups in a tropical reservoir (Broa Reservoir, São Paulo State-Bra",1997,2,1.469,1.469,2,1,0.061,Hastings 1983,0,https://openalex.org/W337405376
,stat,4,Reliability characteristics of natural functional group interaction webs,2004,2,1.469,1.469,2,1,0.058,Caswell 1976,0,https://openalex.org/W345570346
10.1002/iroh.200390033,stat,4,Spatial Autocorrelation and Fractal Dimension of Alga Species Assemblage in a Gravel Stream of Centr,2003,2,1.469,1.469,2,1,0.072,Legendre 1993,0,https://openalex.org/W2077547333
10.1016/j.engstruct.2019.109787,field,4,Reliability of stability of single-layer latticed shells with spatially correlated initial geometric,2019,2,1.468,1.468,2,1,0.015,Lindgren 2011 SPDE,0,https://openalex.org/W2981944327
10.1016/s0045-6535(02)00809-3,forest,4,Effect of global climate change and human disturbances on tree diversity of the forest regenerating ,2003,2,1.468,1.377,2,1,0.091,Zhu 2016,0,https://openalex.org/W2009303381
10.1086/283918,evo,4,"Seed Dispersal by Animals: Contrasts with Pollen Dispersal, Problems of Terminology, and Constraints",1982,2,1.468,1.468,2,1,0.079,Hamilton & May 1977,0,https://openalex.org/W2034301263
10.1046/j.1440-1703.2003.00556.x,stat,4,Importance of topography and soil texture in the spatial distribution of two sympatric dipterocarp t,2003,2,1.468,1.46,2,1,0.08,Denslow 1987,0,https://openalex.org/W2043230244
10.1201/9781420072884-c7,field,4,Hierarchical Modeling with Spatial Data,2010,2,1.468,1.468,2,1,0.068,Hastings 1983,0,https://openalex.org/W2496238629
10.1890/13-1612.1,stat,4,Landscape genetic connectivity in a riparian foundation tree is jointly driven by climatic gradients,2013,2,1.467,1.353,2,1,0.094,Caswell 1976,0,https://openalex.org/W2068390569
10.48550/arxiv.1806.02084,field,4,A unified view on Bayesian varying coefficient models,2018,2,1.467,1.467,2,1,0.042,Helbach 2022,0,https://openalex.org/W2998348983
10.1080/01621459.2023.2218578,field,4,Gaussian Approximation and Spatially Dependent Wild Bootstrap for High-Dimensional Spatial Data,2023,2,1.467,1.399,2,1,0.088,Lindgren 2011 SPDE,0,https://openalex.org/W3138716772
10.1007/s004680050084,evo,4,Measurement and visualization of the architecture of an adult tree based on a three-dimensional digi,1997,2,1.467,1.467,2,0,0.079,Montgomery & Chazdon 2001,0,https://openalex.org/W2023250212
10.2307/2261148,light,4,Plant Life-History Attributes: Their Relationship to Disturbance Response in Herbaceous Vegetation,1995,2,1.467,1.467,2,0,0.074,Runkle 1982,0,https://openalex.org/W2146735348
10.2307/1939835,evo,4,Pollen in Laminated Sediments Provides Evidence For a Mid-Holocene Forest Pathogen Outbreak,1986,2,1.467,1.467,2,0,0.048,Leblanc 2005,0,https://openalex.org/W2149159948
10.1111/j.1541-0420.2006.00667.x,evo,4,An Estimating Function Approach to Inference for Inhomogeneous Neyman–Scott Processes,2006,2,1.467,1.467,2,0,0.061,Zhang 2004,0,https://openalex.org/W2086081787
10.1007/bf00317856,evo,4,Flooding and drought tolerance in seeds and seedlings of two Mora species segregated along a soil hy,1994,2,1.467,1.467,2,0,0.067,Nicotra 1999,0,https://openalex.org/W2103755218
10.1641/0006-3568(2001)051[0095:hagpdg]2.0.co;2,evo,4,Humans as Global Plant Dispersers: Getting More Than We Bargained For,2001,2,1.467,1.467,2,0,0.035,Keitt 2000 spectral NLM,0,https://openalex.org/W2261200086
10.1093/treephys/tpn014,nlm,4,Large-scale canopy opening causes decreased photosynthesis in the saplings of shade-tolerant conifer,2008,2,1.467,1.005,2,0,0.14,Canham 1994,0,https://openalex.org/W2153852824
10.1890/03-8024,forest,4,POLLEN LIMITATION OF PLANT REPRODUCTION: ECOLOGICAL AND EVOLUTIONARY CAUSES AND CONSEQUENCES,2004,2,1.467,1.467,3,0,0.068,Denslow 1987,0,https://openalex.org/W2146740976
10.1086/285235,evo,4,The Persistence of Host-Parasitoid Associations in Patchy Environments. I. A General Criterion,1991,2,1.466,1.466,2,1,0.047,Caswell 1976,0,https://openalex.org/W2046408565
10.1126/science.1065973,evo,4,Dynamics of the 2001 UK Foot and Mouth Epidemic: Stochastic Dispersal in a Heterogeneous Landscape,2001,2,1.466,1.466,2,1,0.071,Hamilton & May 1977,0,https://openalex.org/W1984841045
10.2307/2937142,forest,4,Hurricane Impacts to Tropical and Temperate Forest Landscapes,1994,2,1.466,1.451,3,0,0.081,Liu 2018,0,https://openalex.org/W2018323521
10.1142/9789814289238_0012,field,4,Geographical Information Systems Models and Spatial Data Analysis,2011,2,1.465,1.382,2,1,0.09,Bolker & Pacala 1997,0,https://openalex.org/W2493686907
10.1016/j.spasta.2022.100721,field,4,Effective sample size for georeferenced and temporally evolving data,2022,2,1.465,1.465,2,1,0.052,Chianucci 2019,0,https://openalex.org/W4311343053
10.1007/978-94-009-6893-6_14,field,4,Spatial Structure and Spatial-Temporal Processes,1983,2,1.465,1.374,2,1,0.091,Whittle 1955 corrigenda,0,https://openalex.org/W183588545
10.1080/01431160050110205,nlm,4,The challenge to manage the biological integrity of nature reserves: A landscape ecology perspective,2000,2,1.465,1.465,2,1,0.057,Gardner 1987 NLM,0,https://openalex.org/W2074861234
10.1016/s1470-160x(02)00061-4,stat,4,Spatial distribution of environmental stress indicators in Concord grape vineyards,2002,2,1.465,1.465,2,1,0.024,Nicotra 1999,0,https://openalex.org/W2119172216
,stat,4,Spatial variability of tree height at treeline ecotones in the Pyrenees,2001,2,1.465,1.465,2,1,0.068,Montgomery & Chazdon 2001,0,https://openalex.org/W2142769773
10.1080/10824009909480520,stat,4,Identifying the Spatial Structure in Error Terms with Spatial Covariance Models: A Case Study on Urb,1999,2,1.465,1.465,2,1,0.075,Caswell 1976,0,https://openalex.org/W2046987272
10.1214/20-ba1209,field,4,Bayesian Inference of Spatio-Temporal Changes of Arctic Sea Ice,2020,2,1.465,1.465,2,1,0.047,Lindgren 2011 SPDE,0,https://openalex.org/W3025376660
,field,4,Developments in computer model calibration,2010,2,1.465,1.457,2,1,0.08,Lindgren 2011 SPDE,0,https://openalex.org/W2311823266
10.1007/978-1-4612-2856-1_28,field,4,An Innovations Approach for Interpolating a Random Surface Based on Sparse Data,1992,2,1.464,1.464,2,1,0.071,Lindgren 2011 SPDE,0,https://openalex.org/W17292444
10.48550/arxiv.1906.01484,field,4,Partial and semi-partial measures of spatial associations for multivariate lattice data,2019,2,1.464,1.464,2,1,0.055,Lindgren 2011 SPDE,0,https://openalex.org/W2948313427
10.1002/9781118445112.stat07792.pub2,field,4,Variogram,2019,2,1.464,1.464,2,1,0.047,Pacala 1996 SORTIE,0,https://openalex.org/W4234948535
10.1007/bf00044850,forest,4,"The regeneration process in a mixed forest in central Hokkaido, Japan",1988,2,1.464,1.464,2,1,0.06,Monsi & Saeki 1953/2005,0,https://openalex.org/W2079332692
10.1016/j.foreco.2013.06.049,forest,4,"Tree regeneration in the threatened forest of Robinson Crusoe Island, Chile: The role of small-scale",2013,2,1.464,1.35,2,1,0.094,Nicotra 1999,0,https://openalex.org/W2039586651
10.1371/journal.pone.0303250,stat,4,Taxonomic distinctness and diversity patterns of a polychaete (Annelida) community on the continenta,2024,2,1.464,1.464,2,1,0.079,Hastings 1983,0,https://openalex.org/W4396720505
10.1086/283199,evo,4,A Cost-Income Model of Leaves and Roots with Special Reference to Arid and Semiarid Areas,1977,2,1.464,1.35,2,0,0.094,Hirose 2005,0,https://openalex.org/W2012187461
10.1016/j.csda.2004.07.021,field,4,Pairwise likelihood inference in spatial generalized linear mixed models,2004,2,1.463,1.463,2,2,0.043,Zhang 2004,0,https://openalex.org/W2094219605
10.5282/ubm/epub.1774,field,4,Modeling Transport Mode Decisions Using Hierarchical Binary Spatial Regression Models with Cluster E,2004,2,1.463,1.463,2,1,0.077,Lindgren 2011 SPDE,0,https://openalex.org/W1861090247
10.1139/x08-139,forest,4,Landscape-level variation in forest response to hurricane disturbance across a storm track,2008,2,1.463,1.463,2,1,0.074,Nicotra 1999,0,https://openalex.org/W2019089863
10.1111/j.1365-2699.2008.02038.x,stat,4,Which function describes the species–area relationship best? A review and empirical evaluation,2009,2,1.463,1.463,2,1,0.067,Helbach 2022,0,https://openalex.org/W1984957345
10.1890/08-0765.1,stat,4,Predator‐specific landscapes of fear and resource distribution: effects on spatial range use,2009,2,1.463,1.463,2,1,0.074,Helbach 2022,0,https://openalex.org/W2022837196
10.1111/j.1365-294x.2010.04716.x,stat,4,Common factors drive adaptive genetic variation at different spatial scales in Arabis alpina,2010,2,1.463,1.357,2,1,0.093,Gardner 1987 NLM,0,https://openalex.org/W2156951592
